Serial No,ratings,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,category,product type,brand,main_cat,price,Human Sentiment Score,Review Type,Sentiment_Score,Sentiment_Magnitude,Google_API_Score,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,roberta_compound
6653,4,,True,"12 2, 2017",A2RNNUARMJ9TAQ,B00MOCPA2U,mr,"Nice kit.  I liked that it came with four porcelain wire caps, extra wire leads, and a piece of insulation. It did not come with the fabric wire insulation pieces shown, but I just reused the old wire insulation.  All so far, so good.",Nice kit.,1512172800,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,GE,Tools & Home Improvement,64.62,0.8,Positive,0.5,3.1,0.16,0.0,0.802,0.198,0.8558,0.005469534080475569,0.025758136063814163,0.968772292137146,0.9633026826195419
6655,5,,True,"04 7, 2017",A3E7YWOVQNS2Q9,B00MOCPA2U,Amazon Customer,"Bought this, installed it in less than 15 minutes and the oven is back up and working.  Beats the GE $150 fee and parts for sure!","Bought this, installed it in less than 15 minutes ...",1491523200,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,GE,Tools & Home Improvement,64.62,0.7,Positive,0.9,1.8,0.46,0.0,0.906,0.094,0.3802,0.00785232987254858,0.08882264047861099,0.903325080871582,0.8954728534445167
6662,5,,True,"11 1, 2016",A2UMQKDPNEW236,B00MOCPA2U,Vanessa Viola,"Installed ourselves, the oven has a new lease on life",Five Stars,1477958400,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,GE,Tools & Home Improvement,64.62,0.7,Positive,0.3,0.3,0.76,0.0,1.0,0.0,0.0,0.0055768764577806,0.22180823981761932,0.7726148962974548,0.7670380449853837
6668,5,2.0,True,"08 26, 2011",AT4223WRIIY3D,B00MU2WHFM,Angel,"One of my refrigerator shelves broke awhile ago and I hadn't replaced it due to the cost. I finally looked it up on Amazon, hoping to get lucky. Sure enough! I found it and at a cheaper prize then buying from the vendor. It has worked great and saved a lot of shelf space for me. Yeah!",I've missed you refrigerator shelf!,1314316800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.5,4.3,0.12,0.041,0.629,0.33,0.957,0.0177344661206007,0.07068473100662231,0.9115808010101318,0.8938463311642408
6672,5,,True,"02 26, 2018",A18S4QLB9TP5O4,B00MU2WHFM,Nay717,"This is exactly like the one it replaces. After YEARS of using duct tape on the old one that somehow got shattered on one end, this was a super easy fix. I just wish I had thought to look for it sooner.",Exact Replica,1519603200,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.7,2.2,0.31,0.063,0.692,0.244,0.836,0.17440064251422882,0.36522340774536133,0.46037596464157104,0.2859753519296646
6675,5,,True,"01 9, 2018",A1QM8UCREO00RW,B00MU2WHFM,TAMMY SARTIN,The door bin fit perfectly.  It was exactly like the one I replaced.,It was exactly like the one I replaced,1515456000,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.8,1.6,0.46,0.0,0.495,0.505,0.8481,0.033013369888067245,0.23050764203071594,0.7364790439605713,0.703465785831213
6679,5,,True,"09 20, 2017",A1FO3IXC0YMKHC,B00MU2WHFM,Bill Hatcher,Fit as advertised.  Good product.,Good product.,1505865600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.8,1.7,0.44,0.0,0.357,0.643,0.6597,0.006944496650248766,0.08073731511831284,0.9123181700706482,0.905373637098819
6685,5,,True,"03 23, 2017",AIFOQSDT85FPQ,B00MU2WHFM,Amazon Customer,Part fit as promised.,Five Stars,1490227200,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.7,Positive,0.7,0.7,0.76,0.0,0.286,0.714,0.6124,0.08221540600061417,0.7363680601119995,0.18141648173332214,0.09920097142457962
6691,5,,True,"01 4, 2017",A3FSTZJ1X5YRHX,B00MU2WHFM,Patty gram,they are perfect and just the right price,more space,1483488000,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.9,0.9,0.76,0.0,0.654,0.346,0.5719,0.005435715429484844,0.03304373472929001,0.9615205526351929,0.9560848427936435
6692,5,,True,"12 29, 2016",A360A2Z6J04LO3,B00MU2WHFM,debbi richer,fits perfectly and is of durable materials.,pleased with product,1482969600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.9,0.9,0.76,0.0,0.588,0.412,0.6369,0.0075781079940497875,0.14591340720653534,0.8465085029602051,0.8389304312877357
6694,5,,True,"08 31, 2016",AMK1C5M6AS5O8,B00MU2WHFM,PaverGuy,Perfect fit on Kenmores,Five Stars,1472601600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.9,0.9,0.76,0.0,0.244,0.756,0.7351,0.0043615796603262424,0.10918111354112625,0.8864573836326599,0.8820959576405585
6698,5,,True,"07 16, 2016",A2WR0N78M3AMPJ,B00MU2WHFM,7th Child,Fit our Kenmore side by side perfectly.  Was really pleased as other buying options were as much as sixty plus dollars.  Shipped quickly and arrived in perfect shape.  Highly recommend.,Was really pleased as other buying options were as much as sixty ...,1468627200,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.8,3.5,0.22,0.0,0.604,0.396,0.9467,0.0014730572002008557,0.012412366457283497,0.986114501953125,0.9846412959741428
6701,5,,True,"06 15, 2016",AREFVMG9USN1K,B00MU2WHFM,Frank,"Shipped quick, priced right..",Five Stars,1465948800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.7,Positive,0.8,0.8,0.76,0.0,1.0,0.0,0.0,0.020426280796527863,0.5879288911819458,0.39164483547210693,0.37121856957674026
6706,5,3.0,True,"03 21, 2016",A10ISNFGL5S76T,B00MU2WHFM,AzonLady,"With a somewhat large family, the fridge takes a pounding, constantly being used and abused.  I have been trying to make our fridge last just a little longer because it runs perfectly but our drawers and shelves were getting so ""used"" looking.  One shelf started getting a crack in it and we actually duct taped it!! lol
So we've been living with an embarrassingly overused refrigerator with duct taped shelves and I would absolutely cringe when guests would come over and see the eyesore! then one day I saw replacement drawers and shelves and thought I would give it a shot.  All I needed was the model number of the fridge and measured the existing shelf just to be sure.  This shelf was so easy to slide into the door and I could finally throw out the ugly duct taped shelf! I plan to replace the drawers next.  This saved us a whole lot of extra moola not having to replace our fridge quite yet. Yay!",Wish I would have thought of this earlier!,1458518400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.7,Positive,0.1,5.4,0.02,0.057,0.8,0.144,0.9481,0.4152451455593109,0.33627867698669434,0.24847617745399475,-0.16676896810531616
6707,5,,True,"03 6, 2016",AUP3878FJV61I,B00MU2WHFM,Judymomofsixgreatkids,Pictures were exactly what I got. Fits beautifully sturdy as the original.,Fixed up my fridge!,1457222400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.8,1.7,0.44,0.0,0.6,0.4,0.7184,0.004893437493592501,0.08442709594964981,0.9106794595718384,0.9057860081084073
6708,5,,True,"02 29, 2016",A8T2HBFE2GO7V,B00MU2WHFM,mother of 5,"This was a perfect fit for my Roper side by side refrigerator. Great price, and got to me fast.",Five Stars,1456704000,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.9,1.9,0.44,0.0,0.593,0.407,0.8834,0.0012589769903570414,0.019887836650013924,0.978853166103363,0.977594148600474
6709,5,,True,"02 25, 2016",A2MT0DHD9VR2FP,B00MU2WHFM,Bearasaur,This saved my butt - when I broke the old one by accident I thought it would be a nightmare to replace and this was quick and easy - affordable and a Perfect Fit! This is one purchase I have very happy with.,Perfect fit - can't tell this from the original the I broke.,1456358400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.9,1.9,0.44,0.115,0.568,0.317,0.883,0.013775549829006195,0.05070394277572632,0.9355204701423645,0.9217448458075523
6724,5,,True,"03 5, 2015",A3B11B0V92OL8V,B00MU2WHFM,bvgdadxh,Did not appear to ba a FSP part but it did fit perfectly. Shipping eas very quick. I know where to look if it gets broke again.,Did not appear to ba a FSP part but it ...,1425513600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.1,1.0,0.1,0.106,0.633,0.26,0.7469,0.06438615173101425,0.3583933413028717,0.5772204995155334,0.512834332883358
6730,5,,True,"11 18, 2014",A33VFT8F01P67W,B00MU2WHFM,Mumof3Macs,Fit my Kenmore refrigerator perfectly.  Very Happy!!!!,"perfect fit, great price",1416268800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.9,1.9,0.44,0.0,0.389,0.611,0.8346,0.0012453226372599602,0.01096237264573574,0.9877923130989075,0.9865470072254539
6731,5,,True,"10 29, 2014",A3JZSCZ8XC6M4U,B00MU2WHFM,Matthew Krunglevich,This item came as described and worked perfectly. Shipped/arrived on time.,Great Product,1414540800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.5,1.0,0.46,0.0,0.704,0.296,0.6369,0.0020990583579987288,0.057759709656238556,0.9401412606239319,0.9380422595422715
6732,5,,True,"10 21, 2014",A3KACHTOLG9R1B,B00MU2WHFM,omar lopez,It's perfect and come on tame fits great,Five Stars,1413849600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.9,0.9,0.76,0.0,0.435,0.565,0.8316,0.0038425566162914038,0.0326836034655571,0.9634737968444824,0.9596311540808529
6734,3,,True,"09 17, 2014",A2U8BMEJUPT6NI,B00MU2WHFM,Harriet J. Fry,It broke again!,Three Stars,1410912000,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,-0.5,Negative,-0.9,0.9,-0.76,0.607,0.393,0.0,-0.4753,0.8579167723655701,0.12544281780719757,0.016640374436974525,-0.8412764687091112
6739,5,,True,"12 8, 2013",AE2NGSP61SFS7,B00MU2WHFM,Dave,"It fits perfectly, does the job and was inexpensive. The only down-side is the the part number is not shown on the bin.",Works great!!,1386460800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.6,Positive,0.4,1.0,0.38,0.0,0.792,0.208,0.6705,0.10616832226514816,0.31537532806396484,0.5784562826156616,0.4722878262400627
6741,4,,True,"11 24, 2013",A2ZZ9OKAX8NQLF,B00MU2WHFM,shawn crawford,"This was a very nicely made shelf, I removed the old shelves and installed the new ones they fit perfect. the only thing different was the rim of the bins wasn't rounded like the original but was the same size and works fine.",happy consumor,1385251200,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.6,Positive,0.6,1.2,0.46,0.033,0.751,0.216,0.7573,0.008375911973416805,0.07290417701005936,0.9187198877334595,0.9103439291939139
6742,5,4.0,True,"11 14, 2013",AM4HL1O2KINZJ,B00MU2WHFM,Melissa H.,"Bought it from Free_Shipping_LLC on Amazon, those guys are great! Absolute best price! Note that Whirlpool and Kenmore are apparently the same guys. Monday night I stupidly leaned on one of my shelves and blamo it came crashing down. With the door still open I'm on my phone searching Amazon. Found this one and took a small risk. I have no idea what model my Kenmore is, just purchased my first home and this thing came with it. Rest assured their parts are universal for both Whirlpool and Kenmore. When I received my bin Wednesday it was a little stiff but fit perfectly and surprisingly it has thicker more sturdy plastic than the original. Bottom line: Definitely by from Free_Shipping_LLC, and don't worry if you have a Kenmore. If it looks like the right shape, it will fit!",Fit my mystery model Kenmore side by side!,1384387200,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.3,6.6,0.05,0.032,0.731,0.237,0.9855,0.030435677617788315,0.13561950623989105,0.8339447975158691,0.8035090826451778
6745,5,,True,"08 5, 2013",AS3JD4188119U,B00MU2WHFM,J. Veal,"I've had this product installed for 2 weeks now and find no issues with fitment, durability, color, quality. Good Product!",Great inexpensive replacement to OEM,1375660800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.9,1.9,0.44,0.098,0.759,0.143,0.2481,0.013201499357819557,0.05602426826953888,0.9307742118835449,0.9175726715475321
6750,5,,True,"04 9, 2013",AVAR0KIS20QHI,B00MU2WHFM,K. Maggard,This is the second refrigerator replacement bin I've ordered (different one each time) and it was a perfect fit both times.  Part arrived quick.,Perfect fit,1365465600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,ERP,Tools & Home Improvement,10.94,0.8,Positive,0.7,1.4,0.46,0.0,0.772,0.228,0.7351,0.0028177436906844378,0.03472438454627991,0.9624578952789307,0.9596401986200362
6760,3,14.0,True,"04 13, 2015",A3UFQEU4SQXOCB,B00N45U7YW,Robert Pulley,Shipping company that brought the fridge could barely get it inside my house and it was a hassle to get them to open the box. They still didn't hook it up or take any of the trash. Also when I unwrapped the fridge completely it's cover in this blue clear wrap. As I was removing it there was some behind the outer door water button. I couldn't get it to save my life. After a out 30 mins of messing with it I finally pulled the water button off and now it's partially broken. Kinda sucks since it was the first day I got it. Instructions for the fridge aren't very detailed.,Kinda sucks since it was the first day I got it,1428883200,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Refrigerators']",Refrigerators,GE,Appliances,351.11,-0.8,Negative,-0.6,5.4,-0.11,0.047,0.901,0.052,0.1263,0.9080983996391296,0.08168914914131165,0.010212497785687447,-0.8978858087211847
6761,4,,True,"01 1, 2015",AXY8PISECZHQO,B00N9AWVHS,Joan F. Ross,My son loved it. He lives in the country and he doesn't have an ice maker unless he crushes Ice cubes.  This makes just the right size and quickly.,My son loved it. He lives in the country and he ...,1420070400,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,RCA- Igloo,Amazon Home,7.49,0.8,Positive,0.4,2.3,0.17,0.086,0.799,0.115,0.25,0.007494553457945585,0.036473579704761505,0.956031858921051,0.9485372896306217
6773,5,2.0,True,"04 12, 2017",A7HYNALJ6SJSX,B00N9AWVHS,Donnie Cummins,"After finally deciding ice trays are a major pain, bought this little darling in December and over 400 lbs of ice later, it just keeps putting out ice.  I purchased a box of 8 lb ice bags, fill 3 when making ice and store in the freezer.  As stated previously, the ice drops into a basket which is insulated, so you have to shake the water out prior to placing in the bag and putting in the freezer.  When I need ice, I merely bounce the bag on the counter a couple of times to break-up the ice and it's ready for any size container.","After finally deciding ice trays are a major pain, ...",1491955200,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,RCA- Igloo,Amazon Home,7.49,0.7,Positive,-0.1,1.7,-0.06,0.049,0.893,0.058,0.2516,0.43760743737220764,0.47663384675979614,0.0857587456703186,-0.35184863209724426
6781,3,,True,"09 23, 2016",A30VLGBCOQNCN4,B00N9AWVHS,Hotsavannahs,"Product quit working after 2 months of low usage. Curtis INT, manufactured warranty was useless, wanting a credit card payment to authorize the release of warranty rma information. They hung up and never called back. If your looking for an actual IGLOO product this is NOT it.",broke down in less than 2 months,1474588800,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,RCA- Igloo,Amazon Home,7.49,-0.7,Negative,-0.8,3.4,-0.23,0.099,0.848,0.053,-0.3182,0.9249592423439026,0.0688612163066864,0.006179552059620619,-0.9187796688638628
6783,5,,True,"09 9, 2016",A1H9EERMDWGWV,B00N9AWVHS,scott wilder,need ice must have ice,Five Stars,1473379200,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,RCA- Igloo,Amazon Home,7.49,0.7,Positive,0.1,0.1,0.76,0.0,1.0,0.0,0.0,0.052334073930978775,0.7451550364494324,0.20251084864139557,0.15017669275403023
6802,5,,True,"05 24, 2015",AIISPGYD3CHGU,B00NMM2E34,Deanne,Was exactly what I was expecting .,Five Stars,1432425600,"['Appliances', 'Parts & Accessories', 'Range Hood Parts & Accessories', 'Filters']",Range Filters,Whirlpool,Tools & Home Improvement,17.99,0.7,Positive,0.8,0.8,0.76,0.0,1.0,0.0,0.0,0.07162264734506607,0.3948950171470642,0.5334823727607727,0.4618597999215126
6806,1,2.0,True,"07 26, 2016",AFXQ4C4TP7D29,B00NMNL196,Amazon Customer,Bought this item 16 April and it quit working less than 60 days later and the return is for 30 days or less. I will never purchase an item from this third part again. TOTAL CRAP,30 day return for a manufacture part should have bought it through the manufacture total crap for an expensive part,1469491200,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,Whirlpool,Tools & Home Improvement,96,-0.8,Negative,-0.8,2.6,-0.3,0.089,0.911,0.0,-0.516,0.9710634350776672,0.02588631398975849,0.0030502816662192345,-0.9680130919441581
6807,5,,True,"07 14, 2016",AJMHSUORR02YZ,B00NMNL196,Marko,Works great!  No problems.,Awesome,1468454400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,Whirlpool,Tools & Home Improvement,96,0.8,Positive,0.9,1.8,0.46,0.504,0.097,0.398,0.126,0.004677775781601667,0.030722685158252716,0.9645995497703552,0.9599217954091728
6808,5,,True,"05 22, 2016",A2R5T65YWI4NF5,B00NMNL196,Karandy,"Perfect Fit for my Kenmore Elite side by side -- and about 40% cheaper than any other on line appliance parts seller. I love Amazon !  There are apparently several different ways to access the motor depending on the exact model and age of your unit--some can be accessed from a small panel inside the freezer door, some (like mine) must be accessed from the outside of the door after removing the ice and water dispensers--very easy--basically 2 screws. Youtube has some helpful videos--the whole job (not including researching and watching the videos) took less than 20 minutes.",Perfect fit--;lowest price,1463875200,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,Whirlpool,Tools & Home Improvement,96,0.8,Positive,0.6,2.6,0.23,0.019,0.837,0.144,0.9215,0.004511979408562183,0.03387196362018585,0.9616160988807678,0.9571042032912374
6811,5,,True,"12 7, 2012",A3032JCCFMB6HX,B00NMNL196,Brenda W. Wilson,"We had gone without the use of crushed ice for several months.  It is hard to find a repair person where we live and the one or two we did find wanted an enormous amount of money just to look at the freezer. My husband and adult son studied the manual and decided to try to repair the problem.  We took a chance and ordered this drive motor.  They installed it in just a few minutes. They dumped out all the old ice and then added back a few cubes to see if it would work.  I was so excited when I heard the crusher start working and it has been doing fine since.  By the way, I read online that this hard plastic piece only lasts a few years for most ice makers. Remember that our only problem was that it would not dispense the ice (the bin stayed full of cubes that we would remove by hand).  If the dispensing is your only problem, most people could install this product easily.",Fixed our problem.,1354838400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,Whirlpool,Tools & Home Improvement,96,0.7,Positive,0.0,3.6,0.0,0.091,0.857,0.052,-0.7256,0.055081337690353394,0.22458422183990479,0.7203344702720642,0.6652531921863556
6814,5,,True,"10 18, 2013",A36PL4PL4COV5A,B00NO58JLK,JeffG,Serves it purpose as portable freezer for keeping medicine readily available at the right temperature. Thank you Amazon for offering this product!,Serves it purpose as portable freezer for keeping medicince readily available at the right temperature.,1382054400,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Freezers', 'Upright Freezers']",Upright Freezers,EdgeStar,Appliances,23.78,0.7,Positive,0.8,1.6,0.46,0.0,0.817,0.183,0.5411,0.001486044260673225,0.02249348908662796,0.9760204553604126,0.9745343885151669
6819,5,11.0,True,"01 16, 2015",APFBEJZ90INQU,B00NO58JLK,Miles N,"Shipped on time and works great.  We keep it as an extra, general-purpose freezer in a spare room; the freezer seems quiet enough and guests who have slept in the room do not complain.  It freezes food perfectly and adds freezer capacity to our household.  It is lightweight so I (a guy) unplug it once a month and carry it out to defrost in the garage over a drain for a few hours.  The internal area has a removable metal rack dividing the space in two.  If you have a large item, you can easily remove the divider.  However, the bottom area of the freezer is slightly smaller than the top due to the motor taking up some space in the bottom back. I like the lock feature on this ""medical"" freezer, but I do not have a real need for it, although maybe I'll be a jerk and keep the wife and kids away from my favorite ice cream!",Great spare freezer,1421366400,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Freezers', 'Upright Freezers']",Upright Freezers,EdgeStar,Appliances,23.78,0.8,Positive,0.3,4.3,0.07,0.019,0.875,0.106,0.8684,0.05658121407032013,0.2762901186943054,0.6671286821365356,0.6105474978685379
6820,5,,True,"08 16, 2014",A3MKX84HXP14UP,B00NO58JLK,Steven Shear,JUST WHAT I WANTED,Five Stars,1408147200,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Freezers', 'Upright Freezers']",Upright Freezers,EdgeStar,Appliances,23.78,0.8,Positive,0.9,0.9,0.76,0.0,1.0,0.0,0.0,0.15591304004192352,0.48584818840026855,0.3582387864589691,0.20232577621936798
6821,1,2.0,True,"10 31, 2017",A1T8ASA3DHCSTI,B00NO64P5I,MATGARO,"This item is such a pain because you cannot program it for repetition.

You can have it make ice for 18 hours and then have to manually reprogram everytime and the control board is not user friendly nor easy to engage.  it makes great ice but we never use it now cause  setting up just takes too long.
Wish they would have an automated setting",You can have it make ice for 18 hours and then have to manually reprogram everytime and the control board is not user friendly nor easy to engage,1509408000,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,EdgeStar,Appliances,23.78,-0.6,Negative,-0.5,2.3,-0.21,0.101,0.814,0.086,0.2299,0.7961866855621338,0.16543984413146973,0.0383734367787838,-0.7578133158385754
6825,5,2.0,True,"02 15, 2015",A1BY4XFYDQMB69,B00NP5U2SW,Lonnie G. Royal,Needed about 4 and I ordered that many and they fit exactly. Well done!,Five Stars,1423958400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Whirlpool,Tools & Home Improvement,25.29,0.8,Positive,0.9,1.9,0.44,0.0,0.672,0.328,0.5983,0.002366888104006648,0.030479203909635544,0.9671539664268494,0.9647871952038258
6827,5,,True,"12 12, 2017",A23WG7T3T86936,B00NP5U2SW,Lin,It fits - perfectly.,Five Stars,1513036800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Whirlpool,Tools & Home Improvement,25.29,0.8,Positive,0.9,0.9,0.76,0.0,0.323,0.677,0.6369,0.021263616159558296,0.20383411645889282,0.7749022245407104,0.7536385226994753
6828,5,,True,"09 22, 2017",A1QQOQR3ZB56N2,B00NP5U2SW,David,Worked as expected.  Arrived on time.,Five Stars,1506038400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Whirlpool,Tools & Home Improvement,25.29,0.7,Positive,0.5,1.1,0.43,0.0,1.0,0.0,0.0,0.00795730110257864,0.2178276926279068,0.7742149829864502,0.7662576353177428
6834,5,,True,"04 11, 2016",A2W5YRIL4FZSZF,B00NP5U2SW,Curtis Cowan,"Had a shelf bin break just a year after purchasing my fridge and was compelled to try this for the price over getting it through Sears.  Super-happy with the price, shipping speed and quality of item.  As far as I can tell, this is the exact same bin that came with my fridge.  Thanks.",Had a shelf bin break just a year after purchasing ...,1460332800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Whirlpool,Tools & Home Improvement,25.29,0.8,Positive,0.1,1.2,0.08,0.0,0.923,0.077,0.4767,0.03186570480465889,0.1434866338968277,0.8246476650238037,0.7927819676697254
6840,5,,True,"03 1, 2018",A2791O4KVUT0WQ,B00NSELL2Q,Monica Foster,"Excellent product!
Bought this part for my machine and it works great! Part was easy to install and it worked immediately following installation.",Excellent product! Bought this part for my machine and ...,1519862400,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.8,Positive,0.9,2.8,0.31,0.0,0.639,0.361,0.9059,0.0022723216097801924,0.012004348449409008,0.9857233166694641,0.9834509685169905
6841,5,,True,"01 25, 2018",AV4G0RVQRCBCH,B00NSELL2Q,Jennifer Harmon,Perfect fit in my Frigidaire Affinity front loader.  Fixed my high speed spin problem!,Don't buy a new washing machine.  Fix it!,1516838400,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.8,Positive,0.9,1.9,0.44,0.134,0.545,0.322,0.5848,0.0034198721405118704,0.0629563257098198,0.9336237907409668,0.9302038957830518
6844,5,,True,"07 24, 2017",A37UJ9FLW0FLKM,B00NSELL2Q,Miss Tina,quieter and better door lock. My washer is like new now.,Five Stars,1500854400,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.7,Positive,0.7,1.4,0.46,0.0,0.625,0.375,0.6597,0.011994309723377228,0.1952456533908844,0.7927600741386414,0.7807658389210701
6847,3,,True,"07 6, 2017",A1FOS4DU7AZV1Y,B00NSELL2Q,Erik Clint Coyle,Worked as promised. Washer died 2 months later. Frigidaire isn't the quality it use to be.,Worked as promised. Washer died 2 months later. ...,1499299200,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,-0.7,Negative,-0.2,2.3,-0.09,0.188,0.681,0.131,-0.2732,0.7981424927711487,0.18448375165462494,0.017373764887452126,-0.7807687092572451
6851,5,,True,"11 22, 2016",A3RPKBB0FRDZBY,B00NSELL2Q,Darin,Worked like a charm. Go to YouTube for videos on how to swap this out on your washer. Saved me a lot of money.,Worked like a charm,1479772800,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.8,Positive,0.5,2.2,0.22,0.0,0.704,0.296,0.7906,0.0053330217488110065,0.060422539710998535,0.9342444539070129,0.9289114628918469
