Serial No,ratings,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,category,product type,brand,main_cat,price,Human Sentiment Score,Review Type,Sentiment_Score,Sentiment_Magnitude,Normalized_Sentiment_Scores
5321,5,,True,"07 20, 2016",A120R7OO3XJYTK,B00DYJNNWQ,Amazon Customer,"This is a wonderful product, we never run out of ice in the department",Five Stars,1468972800,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,Luma Comfort,Appliances,23.78,0.8,Positive,0.9,0.9,0.76
5322,1,3,True,"05 22, 2016",A222FY7KAGE5V8,B00DYJNNWQ,Morgan Renick,"We had this for almost 2 months and it completely stopped working.... The motor in it and all. Of course it's past the window of returning, which is crap because I paid a lot of money for this and then 2 months after having it completely stopped working. Do NOT buy this.",This is a rip off.,1463875200,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,Luma Comfort,Appliances,23.78,-0.7,Negative,-0.7,2.8,-0.24
5323,5,2,True,"02 5, 2016",A94FA1J106XRJ,B00DYJNNWQ,Dan Rooks,Little slower then my old maker and is great as ice lasts longer than what I was used too.,Five Stars,1454630400,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,Luma Comfort,Appliances,23.78,0.6,Positive,0.9,0.9,0.76
5324,2,,True,"01 7, 2016",A3484I67APXAAU,B00DYJNNWQ,Reza,"This item was great the first two weeks we had it. Makes ice on the regular, now unless we got a lemon it will shortly stop working after 2 weeks to which you have to unplug then plug it back in to reset it.
Also the water will just dump out where the ice is supposed to go as well. Not worth the money for a product to start failing so quickly for such a pricey item.
Very disappointed since it was a birthday present for my father and now this cannot be returned because of the return rules.
DO NOT BUY THIS PRODUCT!",Worst Ice maker ever.,1452124800,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,Luma Comfort,Appliances,23.78,-0.7,Negative,-0.6,4.0,-0.15
5336,1,3,True,"04 1, 2015",A1AIR83VGZSQZK,B00DYJNNWQ,Mike Muehlenfeld,"Purchased this product on February 8, 2015 and completely stopped working 6 weeks later.  Basically threw $200 in the garbage.",Basically threw $200 in the garbage.,1427846400,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,Luma Comfort,Appliances,23.78,-0.8,Negative,-0.8,1.6,-0.46
5342,1,,True,"04 7, 2014",A12UYVGP480MVU,B00DYJNNWQ,PD,I purchased this so I would not have to buy ice for a party that I was having. I was very disapointed when it did not work. The supplier offered to send a replacement but it would have been too late so I just returned it.,Did not work right out of the box!,1396828800,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,Luma Comfort,Appliances,23.78,-0.5,Negative,-0.5,1.6,-0.3
5343,1,4,True,"02 17, 2014",A2BFESPGQV35H8,B00DYJNNWQ,Chris,The first one sent to me (very promptly) did not work and the second one (sent vey promptly) did not work either. I decided to try one more time and a third unit was sent (very promptly) and I have not unpacked it or tried it yet since I am in the process of moving. I'm keeping my fingers crossed that the third one will produce ice. I really don't want to go through the hassle of returning it and jumping through hoops (red tape) of trying to get my money back!,My Bad Luck With Two IM200SS Units,1392595200,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,Luma Comfort,Appliances,23.78,-0.3,Negative,-0.3,2.1,-0.14
5345,5,2,True,"12 17, 2013",A3LHDCF8DAYQWP,B00DYJNNWQ,Bretton,It said that it would produce ice in 15 minutes and I set a timer and it produced. Looks and works great.,15 minutes,1387238400,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,Luma Comfort,Appliances,23.78,0.8,Positive,0.2,1.3,0.15
5353,4,,True,"05 27, 2013",A28X25Q4H7QITL,B00DZU8XGA,AmyP,"Had to improvise with some duct tape to get a secure fit, but otherwise it is fine. More efficient drying and less lint on clothes...",not a perfect fit,1369612800,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Kenmore,Tools & Home Improvement,20.42,0.3,Positive,0.5,1.0,0.46
5367,5,,True,"11 17, 2014",ASHLG3I7LQKH5,B00DZU8XGA,Robert Bishop 2,"If it fits your dryer, this is a fabulous filter. Custom molded to fit the built in clips that hold it in place. It's not HEPA, until you've cycled through  a few beach towels. Make sure it's a genuine Whirlpool 8531964. I tried a knockoff and it burst into flames after three cycles",I always buy genuine parts,1416182400,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Kenmore,Tools & Home Improvement,20.42,-0.3,Negative,0.0,2.3,0.0
5369,4,,True,"09 16, 2013",ALEF1RX1MWVI2,B00DZU8XGA,judyk,could not find replacement filter locally so was pleased to find it through amazon. could be slightly larger to fit more securely but works fine.  reasonably priced and quick delivery .,look no further for this filter,1379289600,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Kenmore,Tools & Home Improvement,20.42,0.4,Positive,0.7,2.2,0.31
5393,5,,True,"08 16, 2012",A3E7IEB9RNN4Y3,B00DZU9U30,Real food matters,"This part for my older stove came quickly, and worked great.  I called customer service with a question and they were quick to respond and resolved my question.",worked great!,1345075200,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Whirlpool,Tools & Home Improvement,20.75,0.7,Positive,0.9,1.8,0.46
5397,4,,True,"11 10, 2013",AXN3P85A52J7F,B00DZU7IS4,Eugene J Woodward,"This lint screen fits exactly the way the original screen fit.  It does a better job of capturing lint than the heavily used filter it replaced.  Unfortunately, even though it was shipped in a sufficiently large and sturdy shipping box, it arrived in a partially flattened state and required some reshaping to be fully functional.",Works better than the heavily used lint screen it replaced.,1384041600,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.65,0.6,Positive,0.3,2.6,0.11
5399,1,,True,"07 14, 2013",A2X0YZJ7EWORCM,B00DZU7IS4,SonnyMom,didn't pay much for it and now I know why very poorly constuctedframe is plastic and now is warped and hard to get in dryer should have spent the extra $$$ and bought the original the 1st time...,poor quality,1373760000,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.65,-0.4,Negative,-0.7,0.7,-0.76
5402,5,,True,"06 11, 2013",A1F022KP913H16,B00DZU7IS4,Teresa Yager,"My dryer was still in great shape but the lint filter was shot, so this was a great deal.  I got it for half what the appliance store was going to charge me and that included the shipping.",Lint Filter,1370908800,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.65,0.7,Positive,0.1,1.2,0.08
5412,5,,True,"12 26, 2016",A1EVSOZSSWZCL5,B00DZU8M9I,Eric L. Shea,Fit easily in my sink on top of my GE disposable.  No issues,Five Stars,1482710400,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,GE,Tools & Home Improvement,11.55,0.7,Positive,0.9,1.8,0.46
5416,5,,True,"10 17, 2016",A2WPZSIJ8VIFDN,B00DZU8M9I,Alaska Reader,Fits perfectly. Thanks!,Five Stars,1476662400,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,GE,Tools & Home Improvement,11.55,0.8,Positive,0.9,1.9,0.44
5418,3,,True,"08 28, 2016",A2XN2G2PRJ7K8P,B00DZU8M9I,JOHN bARNETT,"Looks original, but is slightly under sized.",Three Stars,1472342400,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,GE,Tools & Home Improvement,11.55,0.6,Positive,0.0,0.0,
5420,5,,True,"08 5, 2016",A1AXNC2BYW7OG1,B00DZU8M9I,ggeamom,This fits perfect in my sink! My old one had started popping out and falling in and it was so obnoxious. Looked all over stores to find one of these. So glad I thought of Amazon! Now my only complaint is that the stopper plug does not hold water in the sink anymore so now I need to find a way to replace that!,This fits perfect in my sink,1470355200,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,GE,Tools & Home Improvement,11.55,0.5,Positive,0.4,3.8,0.1
5424,5,,True,"07 5, 2016",A1ZFENHW9J6G6U,B00DZU8M9I,wenha,"If you have a GE garbage disposal, you have already found out that the standard size splash guards in Home Depot and Lowes are a bit too big and will not fit in your sink. If that is the case, then you have come to the right place! This is the part you are looking for. I ordered it and it fit perfectly!!!",Right Splash Guard for your GE Garbage Disposals!,1467676800,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,GE,Tools & Home Improvement,11.55,0.8,Positive,0.4,3.0,0.13
5430,4,,True,"03 30, 2015",A2N7ZIQ31C7PID,B00DZU8M9I,David L Housman,Works perfect....much better than the old one.,Works Perfect,1427673600,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,GE,Tools & Home Improvement,11.55,0.8,Positive,0.9,0.9,0.76
5431,4,,True,"03 23, 2015",A1XQR102I4W710,B00DZU8M9I,L.K.B.1,It was good for a replacement. It seems to be a  tiny bit bigger than the drain.  But it still works.  It's not as flush asI wanted it.,Four Stars,1427068800,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,GE,Tools & Home Improvement,11.55,0.5,Positive,-0.2,1.8,-0.11
5433,4,,True,"01 29, 2015",ADA7QNJUUZHQG,B00DZU8M9I,John Augustine,"It works fine ,I had to replace one and this fit perfect no issues so far.","It works fine, I had to replace one and this fit ...",1422489600,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,GE,Tools & Home Improvement,11.55,0.8,Positive,0.8,0.8,0.76
5434,5,,True,"12 18, 2014",A1JUZ3G6T9E9EP,B00DZU8M9I,Kathy,Was the right size and was delivered promptly.  No problems.,Five Stars,1418860800,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,GE,Tools & Home Improvement,11.55,0.8,Positive,0.8,1.7,0.44
5448,4,,True,"11 23, 2014",A36CPHNKPH5I5V,B00DZU9MTM,mubarak alsubiae,The process of buying successful,Four Stars,1416700800,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,GE,Tools & Home Improvement,25.65,0.6,Positive,0.2,0.2,0.76
5465,4,,True,"09 8, 2017",A2AOJTJRSZL8ID,B00DZUBKOM,begrebar,i give this a 4 star rating because of the work to pull the heater wire out of the plug.  it would have been a real quick change if the heater was not in the plug to the evaporator motor.,i give this a 4 star rating because of the ...,1504828800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,Whirlpool,Tools & Home Improvement,105.66,0.7,Positive,0.0,1.2,0.0
5469,5,,True,"12 2, 2015",A1ZZ58WEWHQD21,B00DZUA1GU,David Reno,"Great replacement, indistinguishable from the original.",Five Stars,1449014400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Whirlpool,Tools & Home Improvement,14.99,0.8,Positive,0.9,0.9,0.76
5471,5,,True,"05 16, 2015",A1THL7ZTHBC7AW,B00DZUA1GU,Amazon Customer,"These are an exact replacement for the original knobs and for that reason I gave them five stars. But, the knobs are still poorly designed due to the use of weak plastic.",Matches original knobs.,1431734400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Whirlpool,Tools & Home Improvement,14.99,0.4,Positive,0.0,1.8,0.0
5473,5,,True,"11 15, 2014",A2L8SIJ15C0AT1,B00DZUA1GU,diana blihovde,I ordered these knobs hoping they would fit my Jenn-Aire stove top but they didn't. This company refunded my money within a few days of sending them back.  Awesome service thank you! BTW My knob is #KIP5D75. This whirlpool knob DOES NOT fit despite other reviews.,Great company!,1416009600,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Whirlpool,Tools & Home Improvement,14.99,-0.3,Negative,-0.2,3.3,-0.06
5476,5,,True,"08 19, 2014",A31SQTLRDWJWED,B00DZUA1GU,xmarc999,"One heck of a lot cheaper than ""JennAir"" brand. (sssh, Whirlpool owns JennAir)",JennAir Replacement,1408406400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Whirlpool,Tools & Home Improvement,14.99,0.7,Positive,0.4,0.8,0.46
5480,5,,True,"03 12, 2014",A1WM0KYJDTPET3,B00DZUA1GU,Dan N.,"It's a knob and it works.  It's built for my stove and the fitment is perfect.  There's nothing else to talk about, really, except that I couldn't believe that a knob would cost that much.  I should expect nothing else though.

*****
Long term review:
It broke... Again. Not at the fault of the seller, but seeing as this is the knob that goes on the exhaust fan, it is the hardest to turn of them all. Ordered another which arrived very quickly. Wish they would reinforce the part that grips the protrusion though...",It's a knob.  It works. Then it breaks.,1394582400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Whirlpool,Tools & Home Improvement,14.99,-0.4,Negative,0.0,3.8,0.0
5483,2,,True,"12 26, 2012",A1Z4JF11RD827S,B00DZUA1GU,gshafer,Knob is an exact replica except the color is off.  The whole thing is plastic and when you are torqueing a burner stem on a cooktop....poor design from the  GE/Whirlpool/Maytag/Sears etc group,Knob is flimsy,1356480000,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Whirlpool,Tools & Home Improvement,14.99,-0.7,Negative,-0.6,1.2,-0.46
5486,1,,True,"11 30, 2011",AYROL4NTLS2LA,B00DZUA1GU,greg,"No problem with the purchase. However, the knobs are cheap plastic. I don't understand why they are not aluminum or some other metal. The price is good enough, but the postage is ridiculously high. Jenn-Air, when contacted, showed no interest in considering suggestions related to the poor quality of the knobs. I would suggest buying another brand in the future.",Jenn-Air knob,1322611200,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Whirlpool,Tools & Home Improvement,14.99,-0.5,Negative,-0.4,3.8,-0.1
5492,5,,True,"12 19, 2017",A1S9JMTQW2581W,B00E0CWKMK,KARN,Perfect replacement for our Kenmore Oven!,Perfect Replacement!,1513641600,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,Frigidaire,Tools & Home Improvement,88.1,0.8,Positive,0.9,0.9,0.76
5503,3,,True,"01 24, 2018",A37B92UXIZ602G,B00E0CVWZ6,Monica Kemper,"FOR SOME REASON, THREE DIFFERENT HANDLES BROKE WHERE THE SCREWS GO.... NOW I JUST DO NOT HAVE A HANDLE ON MY FRIDGE.","FOR SOME REASON, THREE DIFFERENT HANDLES BROKE WHERE THE ...",1516752000,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Handles']",Refrigerator Handles,Frigidaire,Tools & Home Improvement,35.93,-0.7,Negative,-0.5,1.1,-0.43
5508,3,,True,"02 9, 2016",A3PHOV75HQTR8F,B00E0CWNB8,Philip R. Clubb,"Perfect replacement, but paid > $25 for this.  Seems overly expensive, but we needed it and had no other options","Pricey, but needed",1454976000,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Frigidaire,Tools & Home Improvement,28.02,0.6,Positive,-0.4,0.9,-0.42
5515,5,,True,"10 20, 2015",A1YZJULA8RUH28,B00E0CWKMK,Amazon Customer,"Perfect fit for Sears/Kenmore range.  Both Bake and Broil didn't work on a 10-year old range (top burners worked).  Replaced both oven coils first, but the problem was resolved with the Oven Control board.  The replacement job took 1/2 an hour....make sure to unplug the cord from the outlet before removing the rear cover (240V).  Swapped the wires one by one from the old Control board to the new one, removed 4 screws, removed the old overlay, installed the original overlay on the new Control board, installed new Control board with 4 screws, then rear panel, plug-in the cord and tested the oven.  The oven works like a new one.  Thanks for the reviews.  They helped to diagnose the problem.",Perfect fit for Sears/Kenmore range,1445299200,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,Frigidaire,Tools & Home Improvement,88.1,0.7,Positive,0.2,4.5,0.04
5529,5,,True,"08 31, 2016",A2G2WICVB1A0IC,B00E0CVWZ6,Kevin,"I somehow broke the handle on my refrigerator & needed a replacement, these are OEM parts & were cheaper than purchasing from the  manufacture.  Shipped very fast & went on very easy & are the same handle as the original that I broke.",OEM Handle,1472601600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Handles']",Refrigerator Handles,Frigidaire,Tools & Home Improvement,35.93,0.7,Positive,0.8,1.7,0.44
5533,5,,True,"06 29, 2016",A5R2UA1VD7WWQ,B00E0CVWZ6,LISA,Easy to install and my fridge looks new again.,Great product,1467158400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Handles']",Refrigerator Handles,Frigidaire,Tools & Home Improvement,35.93,0.8,Positive,0.9,0.9,0.76
5550,5,,True,"03 12, 2015",AUGTOIPINGWI8,B00E0CVWZ6,Darlene,"Perfect. After searching way too many sites, I found this seller to have the most affordable prices and two for the same price as other sites sell for 1. I was a little nervous because the rule is if it's too good to be true it is but in this case I was not disappointed. It was perfect!",Perfect. After searching way too many sites,1426118400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Handles']",Refrigerator Handles,Frigidaire,Tools & Home Improvement,35.93,0.8,Positive,0.9,3.6,0.24
5558,1,,True,"07 27, 2013",A3SHTFD9VF5NCS,B00E0CW0VQ,Lee,I purchased this drain pump in hopes that it would fix my dishwasher.  When I discovered that there were other problems I made arrangements to return the item.  I had to get a new dishwasher.  I was totally honest with Nancy at Home Appliance Part.  She would not take the product back because I had installed it and it was no longer new.  To make matters worse Home Appliance Parts told Amazon that it was past the return date.  I am now trying to sell the item on Ebay to get some of my money back.,Not at all Happy with Home Appliance Part,1374883200,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,Frigidaire,Tools & Home Improvement,46.13,-0.8,Negative,-0.4,4.9,-0.08
5561,5,,True,"08 9, 2016",A2YXWMX6JZQ1B9,B00E0CWU02,Jason Stanley,Super easy to replace.,Five Stars,1470700800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Frigidaire,Tools & Home Improvement,34.67,0.8,Positive,0.9,0.9,0.76
5565,3,,True,"05 17, 2014",A1L1WJV3NOLQAE,B00E0CWU02,Matt Wittmaier,"I agree with other reviews - the original is a poor design, I think this is my 3rd one.  This one is a little bit different, perhaps it will hold up a little better.  Packaging was excellent and shipping was pretty quick.",Fixed my problem,1400284800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Frigidaire,Tools & Home Improvement,34.67,0.7,Positive,0.0,1.3,0.0
5569,1,,True,"04 12, 2016",A15X8DJFBC1LOV,B00E0CVTA4,scores,It is a plastic key not metal as shown. It works but afraid it will break if any force us applied,Plastic not metal,1460419200,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Frigidaire,Tools & Home Improvement,16.29,0.6,Positive,-0.6,1.2,-0.46
5571,5,,True,"11 5, 2015",A2EC4S96PXEDVS,B00E0CVTA4,Rachel Koepke,I had one of these that was plastic and it eventually wore out. So nice to fund a metal one!,So nice to fund a metal one,1446681600,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Frigidaire,Tools & Home Improvement,16.29,0.7,Positive,0.1,1.6,0.06
5573,1,,True,"10 6, 2015",APFIY76XB811G,B00E0CVTA4,Jenn,It does NOT! Fit my freezer even though it claims it fits my model,Does NOT! Fit,1444089600,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Frigidaire,Tools & Home Improvement,16.29,-0.7,Negative,-0.1,1.4,-0.07
5577,5,,True,"06 26, 2015",AJ19JABX4UD3I,B00E0CVTA4,Mikaele,Perfect copy of my freezer key and it is made of metal and not plastic as my original is. The original plastic one is now the spare key while I use this one all the time.,"Metal, fits perfectly, and good price.",1435276800,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Frigidaire,Tools & Home Improvement,16.29,0.8,Positive,0.8,1.7,0.44
5584,5,,True,"10 24, 2014",A2YG82ZPEN9O31,B00E0CVTA4,Albert Grier,Key works well with my freezer door,Good Product,1414108800,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Frigidaire,Tools & Home Improvement,16.29,0.8,Positive,0.9,0.9,0.76
5585,5,,True,"09 18, 2014",A21M0Q5QDDT2CS,B00E0CVTA4,Luther Fan,Key fit the door to my freezer.  What more do you want?,Five Stars,1410998400,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Frigidaire,Tools & Home Improvement,16.29,0.8,Positive,0.5,1.0,0.46
5587,5,,True,"07 14, 2014",A3NKJZLL91CIAM,B00E0CVTA4,keith rountree,"Matching the key with our freezer door was very simple due to the information provided by the vendor.  Also, we received the key as scheduled...good job!",Comments,1405296000,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Frigidaire,Tools & Home Improvement,16.29,0.7,Positive,0.8,1.6,0.46
5590,5,,True,"09 28, 2013",A3D9ZE5LUV2KH0,B00E0CVTA4,ALAMINE Y.,Key work perfect. Better quality than the one  sears gave me when I bought the freezer..will come again ..Bravo Bravo,Great key and good price,1380326400,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Frigidaire,Tools & Home Improvement,16.29,0.8,Positive,0.9,1.8,0.46
5599,5,,True,"04 18, 2017",A3VIDYJ6XR5WDH,B00E7N4CXM,GregA,"Very happy with this kegerator.  Been using it for several months now with no issues whatsoever.  Easily fits 3 corny kegs (serves 2).  Tap hardware is not ""top of the line"" but not poor quality, either.  Noise is not an issue.  Can hear it when the compressor kicks on periodically, but only if I'm in the room (kitchen).  Would definitely recommend.",Very happy with this kegerator,1492473600,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Kegerators']",Kegerators,Kegco,Appliances,108.84,0.8,Positive,0.3,3.8,0.08
5606,5,,True,"03 1, 2016",A1A60DF6UID57T,B00ECV3JHY,GingerK,"So happy, this was for a Costco Whirlpool refrigerator I had purchased in 2002,  and the part number no longer existed. this is the same drawer, arrived quickly, well packed  and it fits perfectly!",This fit my 13 year old Costco Whirlpool refrigerator perfectly!,1456790400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Whirlpool,Tools & Home Improvement,57.71,0.8,Positive,0.9,1.8,0.46
5620,4,2,True,"12 10, 2012",A36KFI3H9X0DC2,B00ECV4MF2,James Murray,"Though a bit expensive, they fit in perfectly. Hope they last longer than the origional ones which lasted only two years.",Works for me!,1355097600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Frigidaire,Tools & Home Improvement,44.5,0.8,Positive,0.4,0.9,0.42
5634,5,,True,"02 21, 2017",A30JFINDN6A8HQ,B00ECV5J22,Amazon Customer,Installed perfectly,Five Stars,1487635200,"['Appliances', 'Parts & Accessories', 'Dishwasher Parts & Accessories', 'Hoses']",Dishwasher Hoses,Whirlpool,Tools & Home Improvement,12.15,0.8,Positive,0.9,0.9,0.76
5636,5,,True,"09 1, 2016",A5Q9NEU8TY9QK,B00ECV5J22,Kyle E.,Needed long hose to replace factory Samsung hose worked great,Five Stars,1472688000,"['Appliances', 'Parts & Accessories', 'Dishwasher Parts & Accessories', 'Hoses']",Dishwasher Hoses,Whirlpool,Tools & Home Improvement,12.15,0.6,Positive,0.8,0.8,0.76
5638,5,,True,"12 1, 2015",A2REIRO8P8WXQP,B00ECV5J22,Dale,"It's a hose, what more could you ask for?",Who doesn't need a hose?,1448928000,"['Appliances', 'Parts & Accessories', 'Dishwasher Parts & Accessories', 'Hoses']",Dishwasher Hoses,Whirlpool,Tools & Home Improvement,12.15,0.7,Positive,0.9,0.9,0.76
5641,5,,True,"04 1, 2015",AP911T3KQ6L9B,B00ECV5J22,Gadget,"As advertised.  This is the OEM product so if you looking for a Whirlpool 3385556 Drain hose this is a good price point.

Thanks,

Gadget",Thumbs up !!,1427846400,"['Appliances', 'Parts & Accessories', 'Dishwasher Parts & Accessories', 'Hoses']",Dishwasher Hoses,Whirlpool,Tools & Home Improvement,12.15,0.7,Positive,0.6,2.5,0.24
5645,1,,True,"05 22, 2016",A1073L0PZCYQ28,B00ECV62FA,Amazon Customer,wrong motor shaft to big did not work not made for unit?????????,One Star,1463875200,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,Whirlpool,Tools & Home Improvement,56.94,-0.6,Negative,-0.8,0.8,-0.76
5653,1,3,True,"01 13, 2017",AIT0CCQPKC30X,B00EHLM7MW,Amazon Customer,It does not fit the amount of dishes it should.  The dry time does not work the dishes are soaked with water.  Not happy.  Paid over $400 for it   Paid for warranty that has never been recieved.,Not happy. Paid over $400 for it  Paid for ...,1484265600,"['Appliances', 'Dishwashers', 'Portable & Countertop Dishwashers']",Portable Dishwasher ,SPT,Appliances,65.46,-0.9,Negative,-0.8,3.4,-0.23
5654,5,,True,"12 30, 2016",A2PEFU2O7D0K6Y,B00EHLM7MW,Amazon Customer,So happy with our purchase! Excellent dish washer.,Great purchase!,1483056000,"['Appliances', 'Dishwashers', 'Portable & Countertop Dishwashers']",Portable Dishwasher ,SPT,Appliances,65.46,0.8,Positive,0.9,1.9,0.44
5657,5,2,True,"09 17, 2015",A12M01839ZELNW,B00EHLM7MW,patty H,"I have waited a month to write this review because I wanted to give this portable dishwasher an honest try. I LOVE IT!!!!!!!  It is small enough to stash by the back door, easy enough to wheel around. It washes great. It does not dry, but it never stated that it would. I would definitely recommend this to anyone in need of a small dishwasher",LOVE IT!!!!!!!,1442448000,"['Appliances', 'Dishwashers', 'Portable & Countertop Dishwashers']",Portable Dishwasher ,SPT,Appliances,65.46,0.7,Positive,0.4,4.5,0.09
5664,4,2,True,"03 21, 2013",A1BNK04RIN6HZQ,B00EN8GK5E,David P.,"Ordered two of these gaskets and they arrived within a few days. Fit as described, exactly what the fridge needed!",Works!,1363824000,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,True Decor,Tools & Home Improvement,17.99,0.8,Positive,0.8,1.7,0.44
5665,5,,True,"06 27, 2017",A2KTINH4V6TEFV,B00EN8GK5E,Ryan Greaves,This gasket fits Exactly as they said,Five Stars,1498521600,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,True Decor,Tools & Home Improvement,17.99,0.8,Positive,0.9,0.9,0.76
5669,4,,True,"11 2, 2015",A1JQENZZYAOEND,B00EN8GK6S,H. Kim,So far working good. almost like the original gasket.,It a OK.,1446422400,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,True Decor,Tools & Home Improvement,18.77,0.7,Positive,0.7,1.5,0.44
5672,5,,True,"12 20, 2014",AIWZYO60FN1FK,B00EN8PJN8,Lou,Part was shipped quickly and was a genuine Manitowoc part.,Five Stars,1419033600,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Manitowoc Ice,Tools & Home Improvement,44.21,0.7,Positive,0.7,0.7,0.76
